obs_wl_vac(A),unc_obs_wl,ritz_wl_vac(A),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
"=""2687.1853""","=""0.0013""","=""2687.18489""","=""0.00013""","=""2300""","=""1.6e+06""",D,"=""27620.4033""","=""64834.069""","=""3d6.(3F2).4s""","=""a 2F""","=""5/2""","=""3d6.(3P2).4p""","=""z 2P*""","=""3/2""",,"=""T6892c83""","=""L18349c139""",
"=""2687.2836""","=""0.0015""","=""2687.2844""","=""0.0005""","=""1800""","=""2.4e+07""",D+,"=""54904.241""","=""92116.529""","=""3d6.(3F1).4s""","=""d 2F""","=""7/2""","=""3d5.(4G).4s.4p.(3P*)""","=""x 4H*""","=""9/2""",,"=""T6892c83""","=""L18349c139""",
"=""2687.7489""","=""0.0011""","=""2687.74829""","=""0.00012""","=""1000""","=""2.1e+07""",D+,"=""66411.712""","=""103617.577""","=""3d6.(3G).4p""","=""y 4H*""","=""13/2""","=""3d6.(3H).4d""","=""4H""","=""13/2""",,"=""T6892c83""","=""L18349c139""",
"=""2687.773""","=""0.005""","=""2687.7766""","=""0.0003""","=""140d?""","=""""",,"=""69427.014""","=""106632.487""","=""3d5.(6S).4s.4p.(3P*)""","=""x 4P*""","=""1/2""","=""3d5.4s.(7S).4d""","=""6D""","=""3/2""",,"=""""","=""L18349c143""",
"=""2688.4486""","=""0.0014""","=""2688.44898""","=""0.00014""","=""700""","=""5.8e+06""",D+,"=""69650.481""","=""106846.649""","=""3d6.(3G).4p""","=""y 2F*""","=""5/2""","=""3d6.(5D).5d""","=""4F""","=""3/2""",,"=""T6892c83""","=""L18349c139""",
"=""2688.792""","=""0.005""","=""2688.78887""","=""0.00014""","=""130""","=""2.6e+06""",D,"=""66612.659""","=""103804.125""","=""3d6.(3G).4p""","=""x 4F*""","=""3/2""","=""3d6.(3P2).4d""","=""4D""","=""1/2""",,"=""T6892c83""","=""L18349c142""",
"=""2688.9878""","=""0.0008""","=""2688.98770""","=""0.00012""","=""1400""","=""3.1e+07""",C+,"=""66411.712""","=""103600.428""","=""3d6.(3G).4p""","=""y 4H*""","=""13/2""","=""3d6.(3H).4d""","=""4G""","=""11/2""",,"=""T6892c83""","=""L18349c139""",
"=""2690.140""","=""0.005""","=""2690.14431""","=""0.00015""","=""110d?""","=""""",,"=""73395.831""","=""110568.558""","=""3d5.4s2""","=""4F""","=""5/2""","=""3d6.(3F2).5p""","=""4F*""","=""5/2""",,"=""""","=""L18349c143""",
"=""2690.289""","=""0.005""","=""2690.28124""","=""0.00022""","=""60d?""","=""""",,"=""85184.773""","=""122355.608""","=""3d6.(5D).4d""","=""e 4G""","=""9/2""","=""3d6.(3P2<2>).4f""","=""2[3]*""","=""7/2""",,"=""""","=""L18349c143""",
"=""2691.018""","=""0.005""","=""2691.01794""","=""0.00012""","=""140d,bl(Fe II)?*""","=""1.1e+06""",D,"=""69606.567""","=""106767.226""","=""3d6.(3G).4p""","=""y 2F*""","=""7/2""","=""3d6.(3F2).4d""","=""4F""","=""7/2""",,"=""T6892c83""","=""L18349c143""",
"=""2691.018""","=""0.005""","=""2691.01888""","=""0.00022""","=""140d,bl(Fe II)?*""","=""""",,"=""57578.490""","=""94739.136""","=""3d5.4s2""","=""d 4P""","=""1/2""","=""3d5.(4P).4s.4p.(3P*)""","=""4P*""","=""3/2""",,"=""""","=""L18349c143""",
"=""2692.5353""","=""0.0005""","=""2692.53525""","=""0.00012""","=""8000""","=""5.0e+06""",C+,"=""25805.3270""","=""62945.045""","=""3d6.(3G).4s""","=""a 4G""","=""9/2""","=""3d6.(3F2).4p""","=""x 4D*""","=""7/2""",,"=""T7461""","=""L18349c139""",
"=""2692.940""","=""0.005""","=""2692.93702""","=""0.00012""","=""200d?""","=""6.3e+06""",D+,"=""62689.874""","=""99824.051""","=""3d6.(3P2).4p""","=""y 4D*""","=""5/2""","=""3d6.(3F2).5s""","=""f 4F""","=""5/2""",,"=""T6892c83""","=""L18349c143""",
"=""2693.3167""","=""0.0004""","=""2693.31678""","=""0.00012""","=""2600""","=""4.5e+07""",C+,"=""65696.053""","=""102824.994""","=""3d6.(3G).4p""","=""x 4G*""","=""9/2""","=""3d6.(3G).5s""","=""f 4G""","=""9/2""",,"=""T6892c83""","=""L18349c139""",
"=""2693.40080""","=""0.00013""","=""2693.40080""","=""0.00012""","=""170000""","=""1.40e+08""",B+,"=""30388.5451""","=""67516.328""","=""3d6.(3G).4s""","=""b 2G""","=""9/2""","=""3d6.(3G).4p""","=""y 2H*""","=""11/2""",,"=""T6892c83""","=""L18349c139""",
"=""2693.6330""","=""0.0004""","=""2693.63293""","=""0.00012""","=""9000""","=""1.64e+06""",C+,"=""7955.3186""","=""45079.9019""","=""3d6.(5D).4s""","=""a 4D""","=""7/2""","=""3d6.(5D).4p""","=""z 4F*""","=""5/2""",,"=""T6610""","=""L18349c139""",
"=""2693.8039""","=""0.0005""","=""2693.80441""","=""0.00013""","=""1800""","=""2.5e+07""",D+,"=""68000.785""","=""105123.005""","=""3d6.(3G).4p""","=""y 2H*""","=""9/2""","=""3d6.(3H).4d""","=""2G""","=""7/2""",,"=""T6892c83""","=""L18349c139""",
"=""2693.9879""","=""0.0009""","=""2693.98627""","=""0.00012""","=""900""","=""""",,"=""67000.530""","=""104120.244""","=""3d6.(3F2).4p""","=""y 2D*""","=""5/2""","=""3d6.(5D).5d""","=""6P""","=""5/2""",,"=""""","=""L18349c139""",
"=""2694.2023""","=""0.0011""","=""2694.20177""","=""0.00013""","=""700""","=""5.8e+06""",D+,"=""69650.481""","=""106767.226""","=""3d6.(3G).4p""","=""y 2F*""","=""5/2""","=""3d6.(3F2).4d""","=""4F""","=""7/2""",,"=""T6892c83""","=""L18349c139""",
"=""2694.281""","=""0.005""","=""2694.28343""","=""0.00012""","=""140""","=""3.2e+06""",D+,"=""69606.567""","=""106722.187""","=""3d6.(3G).4p""","=""y 2F*""","=""7/2""","=""3d6.(3H).4d""","=""4F""","=""9/2""",,"=""T6892c83""","=""L18349c143""",
"=""2694.528""","=""0.005""","=""2694.51792""","=""0.00017""","=""110d?""","=""""",,"=""73054.913""","=""110167.303""","=""3d6.(1G2).4p""","=""x 2F*""","=""5/2""","=""3d6.(3G).4d""","=""4F""","=""7/2""",,"=""""","=""L18349c143""",
"=""2694.6554""","=""0.0004""","=""2694.65612""","=""0.00012""","=""7000""","=""4.2e+06""",D+,"=""27314.9183""","=""64425.405""","=""3d6.(3F2).4s""","=""a 2F""","=""7/2""","=""3d6.(3F2).4p""","=""z 2F*""","=""5/2""",,"=""T6892c83""","=""L18349c139""",
"=""2694.8463""","=""0.0004""","=""2694.84657""","=""0.00015""","=""2800""","=""7.1e+07""",C+,"=""65931.358""","=""103039.222""","=""3d6.(3G).4p""","=""x 4G*""","=""7/2""","=""3d6.(3G).5s""","=""f 4G""","=""7/2""",,"=""T6892c83""","=""L18349c139""",
"=""2694.9831""","=""0.0010""","=""2694.98340""","=""0.00012""","=""1400""","=""3.6e+07""",C+,"=""67516.328""","=""104622.308""","=""3d6.(3G).4p""","=""y 2H*""","=""11/2""","=""3d6.(3H).4d""","=""2I""","=""13/2""",,"=""T6892c83""","=""L18349c139""",
"=""2695.04864""","=""0.00013""","=""2695.04869""","=""0.00012""","=""34000""","=""1.24e+08""",C+,"=""60402.333""","=""97507.414""","=""3d6.(3P2).4p""","=""y 4P*""","=""5/2""","=""3d6.(3P2).5s""","=""4P""","=""5/2""",,"=""T6892c83""","=""L18349c139""",
"=""2695.7666""","=""0.0012""","=""2695.76751""","=""0.00022""","=""220""","=""""",,"=""79243.462""","=""116338.649""","=""3d6.(1D2).4p""","=""w 2P*""","=""3/2""","=""3d5.4s.(5S).4d""","=""6D""","=""5/2""",,"=""""","=""L18349c139""",
"=""2695.8610""","=""0.0005""","=""2695.86097""","=""0.00017""","=""2900""","=""9.4e+07""",C+,"=""66078.272""","=""103172.173""","=""3d6.(3G).4p""","=""x 4G*""","=""5/2""","=""3d6.(3G).5s""","=""f 4G""","=""5/2""",,"=""T6892c83""","=""L18349c139""",
"=""2695.9767""","=""0.0014""","=""2695.9796""","=""0.0003""","=""220""","=""""",,"=""79243.462""","=""116335.731""","=""3d6.(1D2).4p""","=""w 2P*""","=""3/2""","=""3d5.4s.(5S).4d""","=""6D""","=""3/2""",,"=""""","=""L18349c139""",
"=""2696.1607""","=""0.0007""","=""2696.1587""","=""0.0003""","=""400bl(Fe II)*""","=""""",,"=""79245.926""","=""116335.731""","=""3d5.(6S).4s.4p.(1P*)""","=""x 6P*""","=""3/2""","=""3d5.4s.(5S).4d""","=""6D""","=""3/2""",,"=""""","=""L18349c148""",
"=""2696.1607""","=""0.0007""","=""2696.1635""","=""0.0005""","=""400bl(Fe II)*""","=""""",,"=""79243.462""","=""116333.201""","=""3d6.(1D2).4p""","=""w 2P*""","=""3/2""","=""3d5.4s.(5S).4d""","=""6D""","=""1/2""",,"=""""","=""L18349c148""",
"=""2696.9231""","=""0.0004""","=""2696.92312""","=""0.00014""","=""6000bl(Fe I)""","=""3.8e+07""",D+,"=""61035.285""","=""98114.577""","=""3d6.(3P2).4p""","=""y 4P*""","=""1/2""","=""3d6.(3P2).5s""","=""4P""","=""3/2""",,"=""T6892c83""","=""L18349c148""",
"=""2697.185""","=""0.005""","=""2697.18637""","=""0.00017""","=""110d?""","=""""",,"=""73091.630""","=""110167.303""","=""3d6.(1G2).4p""","=""w 2G*""","=""9/2""","=""3d6.(3G).4d""","=""4F""","=""7/2""",,"=""""","=""L18349c143""",
"=""2697.226""","=""0.005""","=""2697.22813""","=""0.00012""","=""160d?""","=""""",,"=""66522.310""","=""103597.409""","=""3d6.(3G).4p""","=""x 4F*""","=""5/2""","=""3d6.(3P2).4d""","=""2F""","=""5/2""",,"=""""","=""L18349c143""",
"=""2697.3921""","=""0.0002""","=""2697.39227""","=""0.00012""","=""8000""","=""5.9e+07""",D+,"=""61041.734""","=""98114.577""","=""3d6.(3H).4p""","=""z 4G*""","=""5/2""","=""3d6.(3P2).5s""","=""4P""","=""3/2""",,"=""T6892c83""","=""L18349c139""",
"=""2697.503""","=""0.003""","=""2697.50439""","=""0.00012""","=""500""","=""""",,"=""65931.358""","=""103002.660""","=""3d6.(3G).4p""","=""x 4G*""","=""7/2""","=""3d6.(3P2).4d""","=""4D""","=""5/2""",,"=""""","=""L18349c139""",
"=""2698.1306""","=""0.0007""","=""2698.13032""","=""0.00022""","=""6000""","=""2.5e+07""",D+,"=""36126.412""","=""73189.114""","=""3d6.(3D).4s""","=""b 2D""","=""3/2""","=""3d6.(3D).4p""","=""y 2P*""","=""3/2""",,"=""T6892c83""","=""L18349c139""",
"=""2698.2613""","=""0.0002""","=""2698.26107""","=""0.00022""","=""19000""","=""1.65e+08""",C+,"=""36126.412""","=""73187.318""","=""3d6.(3D).4s""","=""b 2D""","=""3/2""","=""3d6.(3D).4p""","=""y 2P*""","=""1/2""",,"=""T6892c83""","=""L18349c139""",
"=""2698.5211""","=""0.0007""","=""2698.5196""","=""0.0003""","=""600""","=""""",,"=""79284.919""","=""116342.274""","=""3d5.(6S).4s.4p.(1P*)""","=""x 6P*""","=""5/2""","=""3d5.4s.(5S).4d""","=""6D""","=""7/2""",,"=""""","=""L18349c139""",
"=""""","=""""","=""2698.53094""","=""0.00011""","=""""","=""2.6e+06""",D+,"=""33466.4943""","=""70523.694""","=""3d6.(1G2).4s""","=""c 2G""","=""9/2""","=""3d6.(3G).4p""","=""x 2G*""","=""7/2""",,"=""T6892c83""","=""""",
"=""2698.59831""","=""0.00015""","=""2698.59813""","=""0.00013""","=""16000""","=""1.28e+08""",C+,"=""61512.630""","=""98568.907""","=""3d6.(3H).4p""","=""z 4I*""","=""9/2""","=""3d6.(3H).5s""","=""e 4H""","=""7/2""",,"=""T6892c83""","=""L18349c139""",
"=""2698.7831""","=""0.0007""","=""2698.78363""","=""0.00022""","=""500""","=""""",,"=""79284.919""","=""116338.649""","=""3d5.(6S).4s.4p.(1P*)""","=""x 6P*""","=""5/2""","=""3d5.4s.(5S).4d""","=""6D""","=""5/2""",,"=""""","=""L18349c139""",
"=""2698.9963""","=""0.0019""","=""2698.9962""","=""0.0004""","=""180""","=""""",,"=""79284.919""","=""116335.731""","=""3d5.(6S).4s.4p.(1P*)""","=""x 6P*""","=""5/2""","=""3d5.4s.(5S).4d""","=""6D""","=""3/2""",,"=""""","=""L18349c139""",
"=""2699.0859""","=""0.0005""","=""2699.08578""","=""0.00016""","=""1100""","=""3.4e+07""",D+,"=""73016.184""","=""110065.766""","=""3d6.(1G2).4p""","=""x 2F*""","=""7/2""","=""3d6.(3G).4d""","=""2D""","=""5/2""",,"=""T6892c83""","=""L18349c139""",
"=""2699.6259""","=""0.0011""","=""2699.62644""","=""0.00013""","=""1200""","=""7.e+05""",D,"=""67000.530""","=""104042.692""","=""3d6.(3F2).4p""","=""y 2D*""","=""5/2""","=""3d6.(3H).4d""","=""4G""","=""5/2""",,"=""T6892c83""","=""L18349c139""",
"=""2699.687""","=""0.005""","=""2699.67546""","=""0.00015""","=""400""","=""""",,"=""25787.5816""","=""62829.071""","=""3d6.(3P2).4s""","=""b 2P""","=""3/2""","=""3d6.(3P2).4p""","=""y 4D*""","=""1/2""",,"=""""","=""L18349c142""",
"=""2699.750""","=""0.005""","=""2699.7472""","=""0.0003""","=""1000""","=""5.9e+06""",D+,"=""49506.922""","=""86547.427""","=""3d6.(3P1).4s""","=""c 4P""","=""3/2""","=""3d6.(1F).4p""","=""u 2F*""","=""5/2""",,"=""T6892c83""","=""L18349c143""",
"=""2699.986""","=""0.015""","=""2700.0042""","=""0.0006""","=""5000""","=""6.2e+07""",D+,"=""49506.922""","=""86543.902""","=""3d6.(3P1).4s""","=""c 4P""","=""3/2""","=""3d6.(3P1).4p""","=""v 4D*""","=""3/2""",,"=""T6892c83""","=""L7357""",
"=""2700.181""","=""0.005""","=""2700.17672""","=""0.00013""","=""800d?""","=""2.1e+06""",D,"=""47389.809""","=""84424.422""","=""3d6.(5D).4p""","=""z 4P*""","=""3/2""","=""3d6.(5D).4d""","=""6P""","=""3/2""",,"=""T6892c83""","=""L18349c143""",
"=""2700.4237""","=""0.0005""","=""2700.42355""","=""0.00015""","=""1400""","=""8.e+06""",D+,"=""71432.690""","=""108463.918""","=""3d6.(1I).4p""","=""z 2K*""","=""15/2""","=""3d6.(3G).4d""","=""4I""","=""13/2""",,"=""T6892c83""","=""L18349c139""",
"=""2700.772""","=""0.005""","=""2700.77223""","=""0.00015""","=""130d?""","=""1.9e+06""",D+,"=""66012.775""","=""103039.222""","=""3d6.(3G).4p""","=""x 4F*""","=""9/2""","=""3d6.(3G).5s""","=""f 4G""","=""7/2""",,"=""T6892c83""","=""L18349c142""",
"=""2701.15697""","=""0.00017""","=""2701.15713""","=""0.00013""","=""15000""","=""8.7e+07""",C+,"=""61093.406""","=""98114.577""","=""3d6.(3P2).4p""","=""z 2D*""","=""5/2""","=""3d6.(3P2).5s""","=""4P""","=""3/2""",,"=""T6892c83""","=""L18349c139""",
"=""2701.493""","=""0.005""","=""2701.4895""","=""0.0005""","=""160d?""","=""""",,"=""66078.272""","=""103094.888""","=""3d6.(3G).4p""","=""x 4G*""","=""5/2""","=""3d5.4s.(7S).5s""","=""8S""","=""7/2""",,"=""""","=""L18349c143""",
"=""2701.9057""","=""0.0008""","=""2701.9058""","=""0.0003""","=""400""","=""""",,"=""79331.361""","=""116342.274""","=""3d5.(6S).4s.4p.(1P*)""","=""x 6P*""","=""7/2""","=""3d5.4s.(5S).4d""","=""6D""","=""7/2""",,"=""""","=""L18349c139""",
"=""2702.169""","=""0.005""","=""2702.17045""","=""0.00022""","=""80""","=""""",,"=""79331.361""","=""116338.649""","=""3d5.(6S).4s.4p.(1P*)""","=""x 6P*""","=""7/2""","=""3d5.4s.(5S).4d""","=""6D""","=""5/2""",,"=""""","=""L18349c143""",
"=""2702.217""","=""0.005""","=""2702.21360""","=""0.00022""","=""80?""","=""""",,"=""75600.900""","=""112607.597""","=""3d6.(3D).4p""","=""w 2F*""","=""7/2""","=""3d6.(5D).7s""","=""6D""","=""7/2""",,"=""""","=""L18349c142""",
"=""2702.34334""","=""0.00018""","=""2702.34344""","=""0.00012""","=""9000""","=""1.18e+08""",B+,"=""65580.065""","=""102584.984""","=""3d6.(3G).4p""","=""x 4G*""","=""11/2""","=""3d6.(3G).5s""","=""f 4G""","=""11/2""",,"=""T6892c83""","=""L18349c139""",
"=""2702.4408""","=""0.0003""","=""2702.44100""","=""0.00018""","=""1100""","=""""",,"=""79331.361""","=""116334.944""","=""3d5.(6S).4s.4p.(1P*)""","=""x 6P*""","=""7/2""","=""3d5.4s.(5S).4d""","=""6D""","=""9/2""",,"=""""","=""L18349c148""",
"=""2703.2078""","=""0.0009""","=""2703.20725""","=""0.00013""","=""1100""","=""1.5e+07""",D+,"=""68000.785""","=""104993.879""","=""3d6.(3G).4p""","=""y 2H*""","=""9/2""","=""3d6.(3F2).4d""","=""4D""","=""7/2""",,"=""T6892c83""","=""L18349c139""",
"=""2703.815""","=""0.005""","=""2703.81711""","=""0.00013""","=""160d,bl(Fe I)?""","=""2.3e+06""",D,"=""66612.659""","=""103597.409""","=""3d6.(3G).4p""","=""x 4F*""","=""3/2""","=""3d6.(3P2).4d""","=""2F""","=""5/2""",,"=""T6892c83""","=""L18349c143""",
"=""2704.106""","=""0.005""","=""2704.09750""","=""0.00012""","=""220d,bl(Fe I)?""","=""""",,"=""44753.8179""","=""81734.733""","=""3d6.(5D).4p""","=""z 4F*""","=""7/2""","=""3d5.4s2""","=""2F2""","=""7/2""",,"=""""","=""L18349c142""",
"=""2704.565""","=""0.005""","=""2704.56534""","=""0.00014""","=""260""","=""""",,"=""72650.698""","=""109625.216""","=""3d6.(3D).4p""","=""w 4F*""","=""9/2""","=""3d6.(3G).4d""","=""2G""","=""9/2""",,"=""""","=""L18349c139""",
"=""2704.79076""","=""0.00013""","=""2704.79082""","=""0.00012""","=""160000""","=""1.38e+08""",B+,"=""27314.9183""","=""64286.354""","=""3d6.(3F2).4s""","=""a 2F""","=""7/2""","=""3d6.(3F2).4p""","=""z 2F*""","=""7/2""",,"=""T6892c83""","=""L18349c139""",
"=""2705.3792""","=""0.0012""","=""2705.37884""","=""0.00012""","=""3400bl(Fe I)""","=""1.1e+06""",D,"=""25981.6451""","=""62945.045""","=""3d6.(3G).4s""","=""a 4G""","=""7/2""","=""3d6.(3F2).4p""","=""x 4D*""","=""7/2""",,"=""T6892c83""","=""L18349c148""",
"=""2705.5579""","=""0.0008""","=""2705.55816""","=""0.00017""","=""1500""","=""2.5e+07""",D+,"=""66078.272""","=""103039.222""","=""3d6.(3G).4p""","=""x 4G*""","=""5/2""","=""3d6.(3G).5s""","=""f 4G""","=""7/2""",,"=""T6892c83""","=""L18349c139""",
"=""2705.6676""","=""0.0010""","=""2705.66760""","=""0.00015""","=""1800""","=""6.4e+07""",D+,"=""62962.215""","=""99921.670""","=""3d6.(3P2).4p""","=""y 4D*""","=""3/2""","=""3d6.(3P2).5s""","=""2P""","=""1/2""",,"=""T6892c83""","=""L18349c139""",
"=""2705.887""","=""0.005""","=""2705.89507""","=""0.00013""","=""190""","=""2.7e+06""",D,"=""62962.215""","=""99918.563""","=""3d6.(3P2).4p""","=""y 4D*""","=""3/2""","=""3d6.(3F2).5s""","=""f 4F""","=""3/2""",,"=""T6892c83""","=""L18349c143""",
"=""2706.368""","=""0.005""","=""2706.36382""","=""0.00012""","=""220d?""","=""""",,"=""44784.7859""","=""81734.733""","=""3d6.(5D).4p""","=""z 4D*""","=""5/2""","=""3d5.4s2""","=""2F2""","=""7/2""",,"=""""","=""L18349c142""",
"=""2706.8810""","=""0.0009""","=""2706.88293""","=""0.00015""","=""1800""","=""6.6e+06""",D+,"=""62125.604""","=""99068.465""","=""3d6.(3P2).4p""","=""z 2D*""","=""3/2""","=""3d6.(3P2).5s""","=""2P""","=""3/2""",,"=""T6892c83""","=""L18349c139""",
"=""2707.015""","=""0.005""","=""2707.00472""","=""0.00015""","=""300d?""","=""""",,"=""54902.286""","=""91843.485""","=""3d6.(3P1).4s""","=""c 2P""","=""3/2""","=""3d6.(5D).5p""","=""w 6P*""","=""3/2""",,"=""""","=""L18349c143""",
"=""2707.133""","=""0.005""","=""2707.13667""","=""0.00012""","=""230d""","=""""",,"=""43238.6066""","=""80178.005""","=""3d6.(5D).4p""","=""z 6P*""","=""5/2""","=""3d6.(5D).5s""","=""e 4D""","=""3/2""",,"=""""","=""L18349c142""",
"=""2707.6219""","=""0.0007""","=""2707.62179""","=""0.00012""","=""2200""","=""1.4e+07""",D+,"=""61512.630""","=""98445.410""","=""3d6.(3H).4p""","=""z 4I*""","=""9/2""","=""3d6.(3H).5s""","=""e 4H""","=""9/2""",,"=""T6892c83""","=""L18349c139""",
"=""2707.7166""","=""0.0003""","=""2707.71674""","=""0.00013""","=""6000""","=""1.3e+08""",D+,"=""62125.604""","=""99057.089""","=""3d6.(3P2).4p""","=""z 2D*""","=""3/2""","=""3d6.(3P2).5s""","=""4P""","=""1/2""",,"=""T6892c83""","=""L18349c139""",
"=""2707.93544""","=""0.00017""","=""2707.93553""","=""0.00016""","=""25000""","=""8.3e+07""",C+,"=""36126.412""","=""73054.913""","=""3d6.(3D).4s""","=""b 2D""","=""3/2""","=""3d6.(1G2).4p""","=""x 2F*""","=""5/2""",,"=""T6892c83""","=""L18349c139""",
"=""2708.171""","=""0.005""","=""2708.1679""","=""0.0008""","=""130""","=""""",,"=""72524.561""","=""109449.894""","=""3d6.(3D).4p""","=""w 4D*""","=""3/2""","=""3d5.4s.(7S).4d""","=""8D""","=""3/2""",,"=""""","=""L18349c142""",
"=""2708.381""","=""0.002""","=""2708.38152""","=""0.00018""","=""340""","=""7.2e+06""",D+,"=""73143.346""","=""110065.766""","=""3d6.(1G2).4p""","=""w 2G*""","=""7/2""","=""3d6.(3G).4d""","=""2D""","=""5/2""",,"=""T6892c83""","=""L18349c139""",
"=""2708.467""","=""0.005""","=""2708.47784""","=""0.00013""","=""130d""","=""8.e+05""",D,"=""67000.530""","=""103921.637""","=""3d6.(3F2).4p""","=""y 2D*""","=""5/2""","=""3d6.(3H).4d""","=""4G""","=""7/2""",,"=""T6892c83""","=""L18349c142""",
"=""2708.8024""","=""0.0014""","=""2708.80263""","=""0.00016""","=""400""","=""4.7e+06""",D+,"=""73091.630""","=""110008.310""","=""3d6.(1G2).4p""","=""w 2G*""","=""9/2""","=""3d6.(3G).4d""","=""2H""","=""9/2""",,"=""T6892c83""","=""L18349c139""",
"=""2709.2198""","=""0.0005""","=""2709.22006""","=""0.00013""","=""3100""","=""2.3e+07""",D+,"=""62662.252""","=""99573.244""","=""3d6.(3H).4p""","=""z 2I*""","=""11/2""","=""3d6.(3F2).5s""","=""f 4F""","=""9/2""",,"=""T6892c83""","=""L18349c139""",
"=""2709.5254""","=""0.0017""","=""2709.52756""","=""0.00013""","=""2000""","=""1.1e+06""",D,"=""26055.4120""","=""62962.215""","=""3d6.(3G).4s""","=""a 4G""","=""5/2""","=""3d6.(3P2).4p""","=""y 4D*""","=""3/2""",,"=""T6892c83""","=""L18349c139""",
"=""2709.641""","=""0.005""","=""2709.65201""","=""0.00017""","=""120d?""","=""""",,"=""71432.690""","=""108337.798""","=""3d6.(1I).4p""","=""z 2K*""","=""15/2""","=""3d6.(3G).4d""","=""4I""","=""15/2""",,"=""""","=""L18349c143""",
"=""2709.85893""","=""0.00015""","=""2709.85875""","=""0.00013""","=""40000""","=""3.9e+07""",D+,"=""25787.5816""","=""62689.874""","=""3d6.(3P2).4s""","=""b 2P""","=""3/2""","=""3d6.(3P2).4p""","=""y 4D*""","=""5/2""",,"=""T6892c83""","=""L18349c139""",
"=""2710.1817""","=""0.0014""","=""2710.18359""","=""0.00012""","=""2000""","=""2.8e+05""",C+,"=""8391.9554""","=""45289.8248""","=""3d6.(5D).4s""","=""a 4D""","=""5/2""","=""3d6.(5D).4p""","=""z 4F*""","=""3/2""",,"=""T7589""","=""L18349c139""",
"=""2710.416""","=""0.005""","=""2710.41368""","=""0.00016""","=""120""","=""""",,"=""71964.750""","=""108859.487""","=""3d6.(3D).4p""","=""w 4P*""","=""5/2""","=""3d6.(3G).4d""","=""4D""","=""3/2""",,"=""""","=""L18349c143""",
"=""2710.4947""","=""0.0005""","=""2710.49457""","=""0.00012""","=""2300""","=""4.1e+07""",C+,"=""65931.358""","=""102824.994""","=""3d6.(3G).4p""","=""x 4G*""","=""7/2""","=""3d6.(3G).5s""","=""f 4G""","=""9/2""",,"=""T6892c83""","=""L18349c139""",
"=""2710.553""","=""0.005""","=""2710.56326""","=""0.00022""","=""60d?""","=""""",,"=""85462.907""","=""122355.608""","=""3d6.(5D).4d""","=""e 4G""","=""7/2""","=""3d6.(3P2<2>).4f""","=""2[3]*""","=""7/2""",,"=""""","=""L18349c143""",
"=""2710.7284""","=""0.0006""","=""2710.73123""","=""0.00022""","=""2500""","=""1.3e+06""",D,"=""36252.931""","=""73143.346""","=""3d6.(3D).4s""","=""b 2D""","=""5/2""","=""3d6.(1G2).4p""","=""w 2G*""","=""7/2""",,"=""T6892c83""","=""L18349c145""",
"=""2710.789""","=""0.002""","=""2710.78869""","=""0.00007""","=""1000bl(Fe I)""","=""1.4e+05""",E,"=""26055.4120""","=""62945.045""","=""3d6.(3G).4s""","=""a 4G""","=""5/2""","=""3d6.(3F2).4p""","=""x 4D*""","=""7/2""",,"=""T6892c83""","=""L18196""",
"=""2710.8404""","=""0.0004""","=""2710.84028""","=""0.00012""","=""4000""","=""6.4e+07""",C+,"=""65696.053""","=""102584.984""","=""3d6.(3G).4p""","=""x 4G*""","=""9/2""","=""3d6.(3G).5s""","=""f 4G""","=""11/2""",,"=""T6892c83""","=""L18349c139""",
"=""2711.566""","=""0.005""","=""2711.56983""","=""0.00012""","=""190d?""","=""5.9e+06""",D+,"=""62945.045""","=""99824.051""","=""3d6.(3F2).4p""","=""x 4D*""","=""7/2""","=""3d6.(3F2).5s""","=""f 4F""","=""5/2""",,"=""T6892c83""","=""L18349c143""",
"=""2711.7412""","=""0.0008""","=""2711.74292""","=""0.00022""","=""800""","=""8.e+06""",D+,"=""73189.114""","=""110065.766""","=""3d6.(3D).4p""","=""y 2P*""","=""3/2""","=""3d6.(3G).4d""","=""2D""","=""5/2""",,"=""T6892c83""","=""L18349c139""",
